environment_id,date,temperature,precipitation,solar_radiation
2019_Waldo,2018-06-25,24.855,1.684,20.698
2019_Waldo,2018-06-26,28.118,0.002,18.678
2019_Waldo,2018-06-27,28.906,0.0,18.38
2019_Waldo,2018-06-28,26.571,0.0,16.372
2019_Waldo,2018-06-29,25.366,0.0,17.419
2019_Waldo,2018-06-30,26.679,0.056,17.894
2019_Waldo,2018-07-01,26.703,0.698,17.314
2019_Waldo,2018-07-02,26.776,0.0,19.225
2019_Waldo,2018-07-03,26.025,2.326,17.521
2019_Waldo,2018-07-04,27.358,0.0,18.819
2019_Waldo,2018-07-05,27.286,0.0,17.438
2019_Waldo,2018-07-06,25.634,0.0,17.261
2019_Waldo,2018-07-07,27.344,0.0,16.984
2019_Waldo,2018-07-08,28.375,4.258,16.929
2019_Waldo,2018-07-09,26.81,1.201,18.499
2019_Waldo,2018-07-10,26.335,0.0,14.318
2019_Waldo,2018-07-11,26.416,0.0,14.498
2019_Waldo,2018-07-12,26.94,0.137,15.823
2019_Waldo,2018-07-13,24.974,1.089,16.251
2019_Waldo,2018-07-14,26.395,0.265,16.802
2019_Waldo,2018-07-15,25.849,0.0,16.466
2019_Waldo,2018-07-16,27.531,6.611,15.494
2019_Waldo,2018-07-17,25.8,0.0,16.79
2019_Waldo,2018-07-18,27.154,3.863,16.699
2019_Waldo,2018-07-19,24.812,0.0,15.757
2019_Waldo,2018-07-20,26.035,3.988,16.447
2019_Waldo,2018-07-21,25.687,0.0,15.675
2019_Waldo,2018-07-22,24.598,0.0,14.765
2019_Waldo,2018-07-23,25.294,6.835,15.957
2019_Waldo,2018-07-24,25.977,0.149,15.31
2019_Waldo,2018-07-25,24.6,0.0,15.148
2019_Waldo,2018-07-26,23.355,3.66,16.575
2019_Waldo,2018-07-27,24.541,1.087,12.615
2019_Waldo,2018-07-28,23.679,0.0,13.619
2019_Waldo,2018-07-29,23.971,0.0,13.829
2019_Waldo,2018-07-30,24.023,0.0,14.641
2019_Waldo,2018-07-31,22.567,0.392,14.745
2019_Waldo,2018-08-01,22.482,0.0,13.497
2019_Waldo,2018-08-02,24.004,0.0,14.031
2019_Waldo,2018-08-03,23.044,0.859,14.176
2019_Waldo,2018-08-04,21.256,0.147,17.523
2019_Waldo,2018-08-05,23.783,7.416,16.904
2019_Waldo,2018-08-06,23.223,0.407,14.735
2019_Waldo,2018-08-07,22.285,1.779,14.836
2019_Waldo,2018-08-08,21.658,1.529,14.11
2019_Waldo,2018-08-09,23.238,2.858,13.419
2019_Waldo,2018-08-10,22.711,0.0,15.285
2019_Waldo,2018-08-11,24.204,0.0,14.486
2019_Waldo,2018-08-12,22.504,0.0,15.488
2019_Waldo,2018-08-13,22.354,18.945,14.068
2019_Waldo,2018-08-14,21.791,0.0,15.009
2019_Waldo,2018-08-15,22.464,0.0,16.027
2019_Waldo,2018-08-16,22.202,6.2,16.359
2019_Waldo,2018-08-17,22.602,0.0,16.53
2019_Waldo,2018-08-18,21.088,0.0,14.916
2019_Waldo,2018-08-19,21.067,6.386,17.221
2019_Waldo,2018-08-20,20.95,3.888,15.7
2019_Waldo,2018-08-21,21.891,0.0,17.271
2019_Waldo,2018-08-22,22.39,0.0,16.769
2019_Waldo,2018-08-23,20.764,0.0,15.549
2019_Waldo,2018-08-24,20.739,0.195,16.757
2019_Waldo,2018-08-25,21.285,0.15,17.589
2019_Waldo,2018-08-26,20.801,0.0,17.989
2019_Waldo,2018-08-27,21.73,6.367,17.39
2019_Waldo,2018-08-28,19.147,0.0,19.218
2019_Waldo,2018-08-29,20.274,0.0,18.851
2019_Waldo,2018-08-30,20.306,0.295,17.743
2019_Waldo,2018-08-31,19.08,0.0,18.907
2019_Waldo,2018-09-01,20.177,0.0,20.247
2019_Waldo,2018-09-02,20.237,0.0,20.43
2019_Waldo,2018-09-03,20.836,1.276,17.396
2019_Waldo,2018-09-04,21.924,0.207,17.85
2019_Waldo,2018-09-05,20.882,0.301,20.412
2019_Waldo,2018-09-06,20.306,0.0,18.017
2019_Waldo,2018-09-07,21.145,0.0,17.898
2019_Waldo,2018-09-08,22.098,9.199,18.876
2019_Waldo,2018-09-09,20.553,0.0,19.92
2019_Waldo,2018-09-10,20.687,1.113,19.532
2019_Waldo,2018-09-11,21.951,0.365,19.113
2019_Waldo,2018-09-12,21.423,0.0,19.214
2019_Waldo,2018-09-13,22.22,9.441,19.295
2019_Waldo,2018-09-14,21.799,0.0,19.242
2019_Waldo,2018-09-15,22.486,0.0,22.511
2019_Waldo,2018-09-16,21.216,4.133,20.629
2019_Waldo,2018-09-17,22.159,0.0,21.314
2019_Waldo,2018-09-18,22.129,1.293,20.027
2019_Waldo,2018-09-19,21.459,0.001,20.412
2019_Waldo,2018-09-20,21.319,0.075,19.959
2019_Waldo,2018-09-21,23.26,0.215,18.089
2019_Waldo,2018-09-22,22.576,0.0,19.423
2019_Waldo,2018-09-23,22.187,0.0,19.043
2019_Waldo,2018-09-24,23.078,3.757,18.648
2019_Waldo,2018-09-25,24.21,2.936,19.739
2019_Waldo,2018-09-26,21.638,0.0,22.288
2019_Waldo,2018-09-27,22.421,0.0,20.939
2019_Waldo,2018-09-28,23.036,0.0,22.286
2020_Waldo,2019-06-01,25.332,1.863,21.111
2020_Waldo,2019-06-02,24.142,0.0,20.607
2020_Waldo,2019-06-03,25.438,8.417,22.461
2020_Waldo,2019-06-04,25.758,10.561,21.47
2020_Waldo,2019-06-05,24.868,0.188,19.623
2020_Waldo,2019-06-06,25.93,0.0,21.569
2020_Waldo,2019-06-07,26.085,0.0,20.079
2020_Waldo,2019-06-08,25.341,2.1,20.224
2020_Waldo,2019-06-09,25.027,0.0,21.054
2020_Waldo,2019-06-10,25.12,0.371,20.181
2020_Waldo,2019-06-11,26.275,6.896,21.491
2020_Waldo,2019-06-12,26.601,0.0,19.742
2020_Waldo,2019-06-13,25.835,0.21,19.808
2020_Waldo,2019-06-14,26.615,1.94,19.675
2020_Waldo,2019-06-15,27.169,8.213,19.664
2020_Waldo,2019-06-16,27.321,0.0,21.221
2020_Waldo,2019-06-17,28.176,1.389,20.636
2020_Waldo,2019-06-18,28.059,0.0,21.598
2020_Waldo,2019-06-19,26.332,0.128,22.031
2020_Waldo,2019-06-20,28.568,4.642,18.603
2020_Waldo,2019-06-21,26.879,10.147,19.57
2020_Waldo,2019-06-22,28.214,0.0,18.186
2020_Waldo,2019-06-23,27.501,0.0,18.443
2020_Waldo,2019-06-24,27.177,0.0,18.445
2020_Waldo,2019-06-25,26.113,0.0,17.87
2020_Waldo,2019-06-26,27.466,0.0,17.725
2020_Waldo,2019-06-27,26.392,0.387,18.479
2020_Waldo,2019-06-28,28.442,0.0,17.253
2020_Waldo,2019-06-29,28.902,2.595,19.156
2020_Waldo,2019-06-30,27.064,5.061,17.239
2020_Waldo,2019-07-01,27.947,0.0,20.81
2020_Waldo,2019-07-02,27.121,0.891,17.392
2020_Waldo,2019-07-03,27.186,0.478,17.758
2020_Waldo,2019-07-04,28.288,0.0,16.235
2020_Waldo,2019-07-05,27.609,0.0,19.082
2020_Waldo,2019-07-06,28.995,0.353,18.343
2020_Waldo,2019-07-07,27.173,2.865,17.37
2020_Waldo,2019-07-08,28.306,3.696,15.578
2020_Waldo,2019-07-09,27.524,0.165,16.99
2020_Waldo,2019-07-10,28.015,1.763,15.517
2020_Waldo,2019-07-11,26.946,0.0,17.962
2020_Waldo,2019-07-12,27.182,1.509,17.175
2020_Waldo,2019-07-13,27.04,0.0,16.332
2020_Waldo,2019-07-14,26.368,0.484,13.676
2020_Waldo,2019-07-15,27.465,0.0,15.009
2020_Waldo,2019-07-16,27.347,0.0,16.566
2020_Waldo,2019-07-17,27.188,1.495,16.983
2020_Waldo,2019-07-18,27.823,0.0,16.778
2020_Waldo,2019-07-19,27.628,4.678,13.981
2020_Waldo,2019-07-20,26.039,0.0,15.786
2020_Waldo,2019-07-21,26.504,2.644,16.417
2020_Waldo,2019-07-22,25.569,2.964,13.669
2020_Waldo,2019-07-23,25.944,0.0,15.251
2020_Waldo,2019-07-24,25.301,1.229,15.473
2020_Waldo,2019-07-25,26.929,0.0,14.846
2020_Waldo,2019-07-26,25.773,1.407,13.25
2020_Waldo,2019-07-27,25.155,4.043,14.74
2020_Waldo,2019-07-28,26.13,0.397,14.71
2020_Waldo,2019-07-29,23.283,0.0,14.868
2020_Waldo,2019-07-30,23.251,0.0,14.441
2020_Waldo,2019-07-31,25.342,4.294,14.557
2020_Waldo,2019-08-01,24.597,0.332,14.964
2020_Waldo,2019-08-02,24.592,0.0,15.459
2020_Waldo,2019-08-03,23.175,0.0,14.733
2020_Waldo,2019-08-04,24.063,0.0,14.656
2020_Waldo,2019-08-05,25.532,3.468,15.195
2020_Waldo,2019-08-06,24.438,0.0,13.226
2020_Waldo,2019-08-07,23.766,0.0,15.676
2020_Waldo,2019-08-08,23.134,1.346,15.259
2020_Waldo,2019-08-09,23.028,0.0,15.367
2020_Waldo,2019-08-10,21.502,0.335,16.363
2020_Waldo,2019-08-11,23.278,0.0,13.531
2020_Waldo,2019-08-12,23.619,4.148,13.599
2020_Waldo,2019-08-13,21.557,0.625,15.942
2020_Waldo,2019-08-14,22.169,1.298,15.763
2020_Waldo,2019-08-15,21.658,0.0,16.049
2020_Waldo,2019-08-16,21.704,0.0,15.53
2020_Waldo,2019-08-17,22.417,1.626,16.776
2020_Waldo,2019-08-18,20.611,0.0,17.169
2020_Waldo,2019-08-19,22.681,0.0,16.85
2020_Waldo,2019-08-20,22.71,0.0,16.239
2020_Waldo,2019-08-21,21.832,0.011,14.53
2020_Waldo,2019-08-22,19.98,1.605,17.549
2020_Waldo,2019-08-23,21.108,2.106,18.147
2020_Waldo,2019-08-24,22.839,5.937,17.718
2020_Waldo,2019-08-25,19.585,0.0,16.344
2020_Waldo,2019-08-26,21.493,0.0,18.05
2020_Waldo,2019-08-27,20.798,0.0,18.391
2020_Waldo,2019-08-28,22.366,0.61,19.245
2020_Waldo,2019-08-29,21.17,0.0,16.967
2020_Waldo,2019-08-30,22.029,2.022,17.774
2020_Waldo,2019-08-31,22.162,0.318,18.904
2020_Waldo,2019-09-01,23.191,0.0,18.371
2020_Waldo,2019-09-02,21.58,1.124,17.352
2020_Waldo,2019-09-03,22.072,0.0,19.038
2020_Waldo,2019-09-04,20.62,0.333,19.355
2020_Waldo,2019-09-05,22.805,0.599,19.015
2020_Waldo,2019-09-06,21.296,0.241,19.295
2020_Waldo,2019-09-07,21.516,0.0,18.962
2020_Waldo,2019-09-08,22.015,0.0,20.84
2020_Waldo,2019-09-09,20.857,0.0,18.599
2020_Waldo,2019-09-10,22.372,0.0,19.047
2020_Waldo,2019-09-11,23.052,0.0,19.774
2020_Waldo,2019-09-12,22.608,0.0,20.767
2020_Waldo,2019-09-13,21.205,0.424,18.51
2020_Waldo,2019-09-14,22.485,0.0,18.811
2020_Waldo,2019-09-15,23.292,0.0,18.192
2020_Waldo,2019-09-16,21.315,0.987,20.364
2020_Waldo,2019-09-17,22.082,0.389,19.309
2020_Waldo,2019-09-18,23.773,1.517,20.131
2020_Waldo,2019-09-19,23.422,2.753,21.259
2020_Waldo,2019-09-20,23.673,1.126,20.031
2020_Waldo,2019-09-21,24.973,4.194,20.972
2020_Waldo,2019-09-22,24.005,0.0,20.501
2020_Waldo,2019-09-23,24.305,0.36,21.525
2020_Waldo,2019-09-24,26.098,0.0,21.373
2020_Waldo,2019-09-25,23.911,0.0,20.243
2020_Waldo,2019-09-26,23.598,0.0,20.794
2020_Waldo,2019-09-27,24.734,0.0,22.027
2020_Waldo,2019-09-28,24.9,0.297,21.389
2018_Citra,2017-06-01,24.326,1.084,21.324
2018_Citra,2017-06-02,23.091,0.0,22.205
2018_Citra,2017-06-03,25.245,0.0,22.555
2018_Citra,2017-06-04,25.09,1.734,22.533
2018_Citra,2017-06-05,24.657,4.698,19.936
2018_Citra,2017-06-06,24.704,0.017,20.546
2018_Citra,2017-06-07,24.561,0.0,21.334
2018_Citra,2017-06-08,25.419,0.0,23.333
2018_Citra,2017-06-09,24.725,0.0,22.221
2018_Citra,2017-06-10,25.352,1.329,21.792
2018_Citra,2017-06-11,25.999,0.0,20.21
2018_Citra,2017-06-12,24.986,0.0,19.633
2018_Citra,2017-06-13,25.072,0.801,21.216
2018_Citra,2017-06-14,24.734,16.737,19.231
2018_Citra,2017-06-15,24.957,0.219,19.991
2018_Citra,2017-06-16,24.46,0.0,20.007
2018_Citra,2017-06-17,26.615,0.0,21.6
2018_Citra,2017-06-18,27.58,0.0,19.533
2018_Citra,2017-06-19,27.369,0.0,17.324
2018_Citra,2017-06-20,25.017,0.0,20.138
2018_Citra,2017-06-21,26.979,0.0,18.801
2018_Citra,2017-06-22,27.612,1.066,19.405
2018_Citra,2017-06-23,26.177,16.327,19.134
2018_Citra,2017-06-24,26.683,1.074,18.801
2018_Citra,2017-06-25,25.048,0.0,19.717
2018_Citra,2017-06-26,26.913,0.0,17.244
2018_Citra,2017-06-27,25.885,0.0,18.107
2018_Citra,2017-06-28,26.924,0.0,19.153
2018_Citra,2017-06-29,25.536,0.0,17.7
2018_Citra,2017-06-30,27.232,0.0,16.548
2018_Citra,2017-07-01,27.621,8.271,18.669
2018_Citra,2017-07-02,26.171,0.0,18.966
2018_Citra,2017-07-03,25.876,0.203,17.641
2018_Citra,2017-07-04,25.04,0.0,15.57
2018_Citra,2017-07-05,26.523,0.0,18.082
2018_Citra,2017-07-06,26.234,0.0,15.564
2018_Citra,2017-07-07,25.414,0.0,17.382
2018_Citra,2017-07-08,26.965,0.0,16.037
2018_Citra,2017-07-09,26.182,1.854,15.62
2018_Citra,2017-07-10,25.614,0.0,16.196
2018_Citra,2017-07-11,25.956,0.0,16.317
2018_Citra,2017-07-12,27.175,0.04,15.722
2018_Citra,2017-07-13,26.711,0.0,16.825
2018_Citra,2017-07-14,26.029,0.03,15.666
2018_Citra,2017-07-15,26.526,0.0,16.973
2018_Citra,2017-07-16,24.994,1.045,16.16
2018_Citra,2017-07-17,25.835,0.0,15.073
2018_Citra,2017-07-18,25.807,0.0,14.803
2018_Citra,2017-07-19,25.189,1.844,13.925
2018_Citra,2017-07-20,25.784,4.531,15.775
2018_Citra,2017-07-21,24.677,0.0,15.047
2018_Citra,2017-07-22,25.571,1.275,12.955
2018_Citra,2017-07-23,25.463,0.0,14.724
2018_Citra,2017-07-24,22.543,0.0,14.298
2018_Citra,2017-07-25,25.681,0.0,16.723
2018_Citra,2017-07-26,22.14,0.032,13.399
2018_Citra,2017-07-27,23.932,0.0,13.624
2018_Citra,2017-07-28,25.091,6.542,16.147
2018_Citra,2017-07-29,23.861,0.0,16.373
2018_Citra,2017-07-30,22.786,0.044,14.259
2018_Citra,2017-07-31,22.927,0.601,14.368
2018_Citra,2017-08-01,24.466,0.0,15.62
2018_Citra,2017-08-02,21.951,0.0,12.689
2018_Citra,2017-08-03,24.235,0.0,13.176
2018_Citra,2017-08-04,23.134,1.655,14.785
2018_Citra,2017-08-05,22.071,0.0,16.652
2018_Citra,2017-08-06,22.408,0.0,14.711
2018_Citra,2017-08-07,21.913,0.0,15.3
2018_Citra,2017-08-08,23.274,5.603,16.393
2018_Citra,2017-08-09,23.025,0.0,17.434
2018_Citra,2017-08-10,20.926,0.0,14.825
2018_Citra,2017-08-11,21.845,0.246,15.467
2018_Citra,2017-08-12,21.348,0.0,17.395
2018_Citra,2017-08-13,22.948,2.231,14.146
2018_Citra,2017-08-14,20.714,0.0,16.798
2018_Citra,2017-08-15,22.964,0.0,14.86
2018_Citra,2017-08-16,21.545,0.07,16.095
2018_Citra,2017-08-17,20.541,5.407,15.869
2018_Citra,2017-08-18,20.833,1.716,15.279
2018_Citra,2017-08-19,20.644,0.0,15.383
2018_Citra,2017-08-20,20.184,0.0,16.776
2018_Citra,2017-08-21,21.204,0.0,17.634
2018_Citra,2017-08-22,20.079,0.0,16.65
2018_Citra,2017-08-23,19.256,0.0,16.995
2018_Citra,2017-08-24,20.645,0.0,17.644
2018_Citra,2017-08-25,19.461,0.0,16.252
2018_Citra,2017-08-26,20.265,0.0,18.116
2018_Citra,2017-08-27,20.111,0.0,18.35
2018_Citra,2017-08-28,20.121,0.0,20.29
2018_Citra,2017-08-29,22.406,1.368,17.467
2018_Citra,2017-08-30,20.847,0.373,17.542
2018_Citra,2017-08-31,21.002,0.0,18.926
2018_Citra,2017-09-01,19.397,2.87,19.133
2018_Citra,2017-09-02,20.315,2.888,17.934
2018_Citra,2017-09-03,21.039,0.0,18.221
2018_Citra,2017-09-04,20.084,0.0,19.318
2018_Citra,2017-09-05,21.675,0.0,18.099
2018_Citra,2017-09-06,20.039,0.0,18.665
2018_Citra,2017-09-07,20.832,0.073,19.31
2018_Citra,2017-09-08,20.66,0.566,20.358
2018_Citra,2017-09-09,21.335,0.0,18.895
2018_Citra,2017-09-10,20.773,2.604,17.792
2018_Citra,2017-09-11,21.158,0.0,17.847
2018_Citra,2017-09-12,21.281,4.493,18.629
2018_Citra,2017-09-13,20.985,2.258,18.694
2018_Citra,2017-09-14,22.068,0.0,19.967
2018_Citra,2017-09-15,21.985,0.0,19.041
2018_Citra,2017-09-16,21.843,1.249,19.629
2018_Citra,2017-09-17,21.694,0.134,19.653
2018_Citra,2017-09-18,22.805,0.0,20.076
2018_Citra,2017-09-19,22.113,0.0,21.921
2018_Citra,2017-09-20,22.194,0.0,21.335
2018_Citra,2017-09-21,22.665,2.471,20.757
2018_Citra,2017-09-22,24.084,6.102,20.34
2018_Citra,2017-09-23,21.802,0.035,20.42
2018_Citra,2017-09-24,23.641,0.449,21.226
2018_Citra,2017-09-25,21.663,2.815,21.519
2018_Citra,2017-09-26,23.506,0.368,20.055
2018_Citra,2017-09-27,24.748,0.0,21.02
2018_Citra,2017-09-28,24.035,0.136,18.964
2019_Citra,2018-06-01,25.466,2.085,20.91
2019_Citra,2018-06-02,24.789,0.0,22.541
2019_Citra,2018-06-03,26.623,1.095,20.788
2019_Citra,2018-06-04,24.62,0.539,21.222
2019_Citra,2018-06-05,25.654,5.175,19.613
2019_Citra,2018-06-06,25.604,0.0,20.451
2019_Citra,2018-06-07,25.703,0.0,21.064
2019_Citra,2018-06-08,25.84,0.0,22.387
2019_Citra,2018-06-09,26.162,0.0,20.963
2019_Citra,2018-06-10,26.896,0.0,22.057
2019_Citra,2018-06-11,27.458,5.454,21.239
2019_Citra,2018-06-12,26.488,0.0,22.143
2019_Citra,2018-06-13,27.271,6.439,20.368
2019_Citra,2018-06-14,26.182,0.0,22.722
2019_Citra,2018-06-15,27.476,0.0,19.744
2019_Citra,2018-06-16,26.368,0.0,19.355
2019_Citra,2018-06-17,27.958,0.0,18.797
2019_Citra,2018-06-18,28.956,1.028,22.219
2019_Citra,2018-06-19,27.185,20.02,20.583
2019_Citra,2018-06-20,25.618,0.307,19.3
2019_Citra,2018-06-21,27.015,0.0,20.749
2019_Citra,2018-06-22,28.514,7.02,20.05
2019_Citra,2018-06-23,28.039,0.0,21.186
2019_Citra,2018-06-24,27.856,5.323,17.527
2019_Citra,2018-06-25,28.516,0.0,18.662
2019_Citra,2018-06-26,28.141,0.0,18.314
2019_Citra,2018-06-27,28.764,0.0,16.65
2019_Citra,2018-06-28,28.554,0.0,19.53
2019_Citra,2018-06-29,29.057,0.0,18.043
2019_Citra,2018-06-30,28.139,0.479,18.897
2019_Citra,2018-07-01,28.58,2.018,20.36
2019_Citra,2018-07-02,27.606,5.212,17.49
2019_Citra,2018-07-03,27.358,0.0,17.265
2019_Citra,2018-07-04,29.184,3.974,17.649
2019_Citra,2018-07-05,27.963,0.0,18.364
2019_Citra,2018-07-06,28.398,0.0,16.657
2019_Citra,2018-07-07,27.808,0.0,16.442
2019_Citra,2018-07-08,27.187,0.0,17.982
2019_Citra,2018-07-09,27.605,1.829,17.158
2019_Citra,2018-07-10,28.678,0.0,14.593
2019_Citra,2018-07-11,27.898,0.0,15.275
2019_Citra,2018-07-12,26.003,4.368,17.867
